"Time","total"
12:00:00 30-09-2025,503.48 GiB
12:10:00 30-09-2025,503.48 GiB
12:20:00 30-09-2025,503.48 GiB
12:30:00 30-09-2025,503.48 GiB
12:40:00 30-09-2025,503.48 GiB
12:50:00 30-09-2025,503.48 GiB
13:00:00 30-09-2025,503.48 GiB
13:10:00 30-09-2025,503.48 GiB
13:20:00 30-09-2025,503.48 GiB
13:30:00 30-09-2025,503.48 GiB
13:40:00 30-09-2025,503.48 GiB
13:50:00 30-09-2025,503.48 GiB
14:00:00 30-09-2025,503.48 GiB
14:10:00 30-09-2025,503.48 GiB
14:20:00 30-09-2025,503.48 GiB
14:30:00 30-09-2025,503.48 GiB
14:40:00 30-09-2025,503.48 GiB
14:50:00 30-09-2025,503.48 GiB
15:00:00 30-09-2025,503.48 GiB
15:10:00 30-09-2025,503.48 GiB
